Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
3/31/2026 6:50:13 AM,System.Runtime,CPU Usage (%),Metric,0
3/31/2026 6:50:13 AM,System.Runtime,Working Set (MB),Metric,224.44032
3/31/2026 6:50:13 AM,System.Runtime,GC Heap Size (MB),Metric,6.628352
3/31/2026 6:50:13 AM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
3/31/2026 6:50:13 AM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
3/31/2026 6:50:13 AM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
3/31/2026 6:50:13 AM,System.Runtime,Gen 0 GC Budget (MB),Metric,167
3/31/2026 6:50:13 AM,System.Runtime,ThreadPool Thread Count,Metric,14
3/31/2026 6:50:13 AM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
3/31/2026 6:50:13 AM,System.Runtime,ThreadPool Queue Length,Metric,0
3/31/2026 6:50:13 AM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
3/31/2026 6:50:13 AM,System.Runtime,Allocation Rate (B / 1 sec),Rate,322640
3/31/2026 6:50:13 AM,System.Runtime,Number of Active Timers,Metric,4
3/31/2026 6:50:13 AM,System.Runtime,GC Fragmentation (%),Metric,37.87220432393077
3/31/2026 6:50:13 AM,System.Runtime,GC Committed Bytes (MB),Metric,83.509248
3/31/2026 6:50:13 AM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
3/31/2026 6:50:13 AM,System.Runtime,% Time in GC since last GC (%),Metric,30
3/31/2026 6:50:13 AM,System.Runtime,Time paused by GC (ms / 1 sec),Rate,0
3/31/2026 6:50:13 AM,System.Runtime,Gen 0 Size (B),Metric,3778792
3/31/2026 6:50:13 AM,System.Runtime,Gen 1 Size (B),Metric,4776
3/31/2026 6:50:13 AM,System.Runtime,Gen 2 Size (B),Metric,5908376
3/31/2026 6:50:13 AM,System.Runtime,LOH Size (B),Metric,98384
3/31/2026 6:50:13 AM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,164688
3/31/2026 6:50:13 AM,System.Runtime,Number of Assemblies Loaded,Metric,183
3/31/2026 6:50:13 AM,System.Runtime,IL Bytes Jitted (B),Metric,2176491
3/31/2026 6:50:13 AM,System.Runtime,Number of Methods Jitted,Metric,28259
3/31/2026 6:50:13 AM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,25.499500000000353
