Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
3/31/2026 7:05:38 AM,System.Runtime,CPU Usage (%),Metric,0
3/31/2026 7:05:39 AM,System.Runtime,CPU Usage (%),Metric,0
3/31/2026 7:05:39 AM,System.Runtime,Working Set (MB),Metric,217.616384
3/31/2026 7:05:39 AM,System.Runtime,GC Heap Size (MB),Metric,7.005432
3/31/2026 7:05:39 AM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
3/31/2026 7:05:39 AM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
3/31/2026 7:05:39 AM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
3/31/2026 7:05:39 AM,System.Runtime,Gen 0 GC Budget (MB),Metric,167
3/31/2026 7:05:39 AM,System.Runtime,ThreadPool Thread Count,Metric,16
3/31/2026 7:05:39 AM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
3/31/2026 7:05:39 AM,System.Runtime,ThreadPool Queue Length,Metric,0
3/31/2026 7:05:39 AM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
3/31/2026 7:05:39 AM,System.Runtime,Allocation Rate (B / 1 sec),Rate,8200
3/31/2026 7:05:39 AM,System.Runtime,Number of Active Timers,Metric,4
3/31/2026 7:05:39 AM,System.Runtime,GC Fragmentation (%),Metric,44.32782569774247
3/31/2026 7:05:39 AM,System.Runtime,GC Committed Bytes (MB),Metric,70.160384
3/31/2026 7:05:39 AM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
3/31/2026 7:05:39 AM,System.Runtime,% Time in GC since last GC (%),Metric,50
3/31/2026 7:05:39 AM,System.Runtime,Time paused by GC (ms / 1 sec),Rate,0
3/31/2026 7:05:39 AM,System.Runtime,Gen 0 Size (B),Metric,5213904
3/31/2026 7:05:39 AM,System.Runtime,Gen 1 Size (B),Metric,4992
3/31/2026 7:05:39 AM,System.Runtime,Gen 2 Size (B),Metric,6256640
3/31/2026 7:05:39 AM,System.Runtime,LOH Size (B),Metric,98384
3/31/2026 7:05:39 AM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,168808
3/31/2026 7:05:39 AM,System.Runtime,Number of Assemblies Loaded,Metric,187
3/31/2026 7:05:39 AM,System.Runtime,IL Bytes Jitted (B),Metric,2391580
3/31/2026 7:05:39 AM,System.Runtime,Number of Methods Jitted,Metric,30929
3/31/2026 7:05:39 AM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,7.345400000000154
3/31/2026 7:05:40 AM,System.Runtime,CPU Usage (%),Metric,0
3/31/2026 7:05:38 AM,System.Runtime,Working Set (MB),Metric,217.509888
3/31/2026 7:05:38 AM,System.Runtime,GC Heap Size (MB),Metric,6.98076
3/31/2026 7:05:38 AM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
3/31/2026 7:05:38 AM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
3/31/2026 7:05:38 AM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
3/31/2026 7:05:38 AM,System.Runtime,Gen 0 GC Budget (MB),Metric,167
3/31/2026 7:05:38 AM,System.Runtime,ThreadPool Thread Count,Metric,16
3/31/2026 7:05:38 AM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
3/31/2026 7:05:38 AM,System.Runtime,ThreadPool Queue Length,Metric,0
3/31/2026 7:05:38 AM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
3/31/2026 7:05:38 AM,System.Runtime,Allocation Rate (B / 1 sec),Rate,323384
3/31/2026 7:05:38 AM,System.Runtime,Number of Active Timers,Metric,4
3/31/2026 7:05:38 AM,System.Runtime,GC Fragmentation (%),Metric,44.32782569774247
3/31/2026 7:05:38 AM,System.Runtime,GC Committed Bytes (MB),Metric,70.160384
3/31/2026 7:05:38 AM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
3/31/2026 7:05:38 AM,System.Runtime,% Time in GC since last GC (%),Metric,50
3/31/2026 7:05:38 AM,System.Runtime,Time paused by GC (ms / 1 sec),Rate,0
3/31/2026 7:05:38 AM,System.Runtime,Gen 0 Size (B),Metric,5213904
3/31/2026 7:05:38 AM,System.Runtime,Gen 1 Size (B),Metric,4992
3/31/2026 7:05:38 AM,System.Runtime,Gen 2 Size (B),Metric,6256640
3/31/2026 7:05:38 AM,System.Runtime,LOH Size (B),Metric,98384
3/31/2026 7:05:38 AM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,168808
3/31/2026 7:05:38 AM,System.Runtime,Number of Assemblies Loaded,Metric,187
3/31/2026 7:05:38 AM,System.Runtime,IL Bytes Jitted (B),Metric,2387886
3/31/2026 7:05:38 AM,System.Runtime,Number of Methods Jitted,Metric,30905
3/31/2026 7:05:38 AM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,15.733999999999469
3/31/2026 7:05:40 AM,System.Runtime,Working Set (MB),Metric,217.645056
3/31/2026 7:05:40 AM,System.Runtime,GC Heap Size (MB),Metric,7.013656
3/31/2026 7:05:40 AM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
3/31/2026 7:05:40 AM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
3/31/2026 7:05:40 AM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
3/31/2026 7:05:40 AM,System.Runtime,Gen 0 GC Budget (MB),Metric,167
3/31/2026 7:05:40 AM,System.Runtime,ThreadPool Thread Count,Metric,16
3/31/2026 7:05:40 AM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
3/31/2026 7:05:40 AM,System.Runtime,ThreadPool Queue Length,Metric,0
3/31/2026 7:05:40 AM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
3/31/2026 7:05:40 AM,System.Runtime,Allocation Rate (B / 1 sec),Rate,8200
3/31/2026 7:05:40 AM,System.Runtime,Number of Active Timers,Metric,4
3/31/2026 7:05:40 AM,System.Runtime,GC Fragmentation (%),Metric,44.32782569774247
3/31/2026 7:05:40 AM,System.Runtime,GC Committed Bytes (MB),Metric,70.160384
3/31/2026 7:05:40 AM,System.Runtime,Exception Count (Count / 1 sec),Rate,0
3/31/2026 7:05:40 AM,System.Runtime,% Time in GC since last GC (%),Metric,50
3/31/2026 7:05:40 AM,System.Runtime,Time paused by GC (ms / 1 sec),Rate,0
3/31/2026 7:05:40 AM,System.Runtime,Gen 0 Size (B),Metric,5213904
3/31/2026 7:05:40 AM,System.Runtime,Gen 1 Size (B),Metric,4992
3/31/2026 7:05:40 AM,System.Runtime,Gen 2 Size (B),Metric,6256640
3/31/2026 7:05:40 AM,System.Runtime,LOH Size (B),Metric,98384
3/31/2026 7:05:40 AM,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,168808
3/31/2026 7:05:40 AM,System.Runtime,Number of Assemblies Loaded,Metric,187
3/31/2026 7:05:40 AM,System.Runtime,IL Bytes Jitted (B),Metric,2396151
3/31/2026 7:05:40 AM,System.Runtime,Number of Methods Jitted,Metric,30967
3/31/2026 7:05:40 AM,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,10.168099999999868
3/31/2026 7:05:41 AM,System.Runtime,CPU Usage (%),Metric,0
3/31/2026 7:05:41 AM,System.Runtime,Working Set (MB),Metric,217.690112
3/31/2026 7:05:41 AM,System.Runtime,GC Heap Size (MB),Metric,7.013656
3/31/2026 7:05:41 AM,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
3/31/2026 7:05:41 AM,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
3/31/2026 7:05:41 AM,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
3/31/2026 7:05:41 AM,System.Runtime,Gen 0 GC Budget (MB),Metric,167
3/31/2026 7:05:41 AM,System.Runtime,ThreadPool Thread Count,Metric,16
3/31/2026 7:05:41 AM,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
3/31/2026 7:05:41 AM,System.Runtime,ThreadPool Queue Length,Metric,0
3/31/2026 7:05:41 AM,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
3/31/2026 7:05:41 AM,System.Runtime,Allocation Rate (B / 1 sec),Rate,8200
3/31/2026 7:05:41 AM,System.Runtime,Number of Active Timers,Metric,4
